"Crash ID","Traffic Unit ID","Involved Person ID","DOT Case Number","Year","Involved Person Identifier","Vehicle ID","Injury Classification","Injury Classification Text Format","Seating Position","Seating Position Text Format","Involved Person Age","Occupant Protection System Use","Occupant Protection System Use Text Format","Airbag Status","Airbag Status Text Format","Ejection Status","Ejection Status Text Format"
"1843206","3451632","4714641","128314","1996","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","8","6","Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1843294","3451808","4714865","128406","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","36","6","Helmet/High Visibility Clothing","3","Not Applicable","3","Partially Ejected"
"1843297","3451814","4714873","128409","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","24","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1843438","3452076","4715286","128554","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","21","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1843570","3452313","4715653","128688","1996","01","01","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","11","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1843750","3452634","4716099","128872","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","18","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1843815","3452757","4716253","128938","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","7","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1843835","3452798","4716302","128958","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","53","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1843868","3452861","4716395","128991","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","49","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1843958","3453032","4716607","129084","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","6","9","Restraint Use Unknown","3","Not Applicable","5","Unknown"
"1844056","3453223","4716892","129183","1996","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1844084","3453277","4716962","129213","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","10","6","Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1844121","3453352","4717077","129250","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1844142","3453386","4717121","129272","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","15","9","Restraint Use Unknown","3","Not Applicable","5","Unknown"
"1844144","3453391","4717126","129274","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1844358","3453811","4717684","129497","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","15","7","Helmet/No High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1844591","3454282","4718300","129739","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","11","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1844608","3454317","4718342","129756","1996","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","55","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1844680","3454451","4718523","129831","1996","01","01","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","14","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1844750","3454591","4718708","129903","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","17","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1844784","3454651","4718786","129938","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","25","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1844842","3454765","4718945","129996","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","13","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"1844844","3454770","4718950","129998","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1844889","3454855","4719093","130045","1996","01","01","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","24","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1845002","3455069","4719439","130163","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","28","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1845130","3455308","4719857","130294","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","10","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1845214","3455460","4720082","130382","1996","01","01","N","Not Injured","1","Front Seat Left/Motorcycle Driver","","1","None Used-Vehicle Occupant","3","Not Applicable","5","Unknown"
"1845228","3455486","4720121","130397","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","36","1","None Used-Vehicle Occupant","3","Not Applicable","2","Totally Ejected"
"1845252","3455533","4720181","130422","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","14","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1845366","3455755","4720464","130541","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","3","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1845372","3455767","4720482","130547","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","38","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1845397","3455819","4720547","130573","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","21","9","Restraint Use Unknown","3","Not Applicable","5","Unknown"
"1845713","3456428","4721382","130897","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","8","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1845731","3456464","4721432","130916","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","41","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1845747","3456497","4721468","130932","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","","1","None Used-Vehicle Occupant","3","Not Applicable","2","Totally Ejected"
"1845830","3456656","4721697","131018","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","9","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1845862","3456715","4721769","131050","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","","1","None Used-Vehicle Occupant","3","Not Applicable","3","Partially Ejected"
"1845971","3456920","4722044","131162","1996","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","5","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1845976","3456931","4722058","131167","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","44","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"1846047","3457067","4722225","131241","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","18","8","No Helmet/High Visibility Clothing","3","Not Applicable","3","Partially Ejected"
"1846048","3457069","4722227","131242","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","12","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1846051","3457074","4722235","131245","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","10","1","None Used-Vehicle Occupant","3","Not Applicable","3","Partially Ejected"
"1846133","3457234","4722452","131329","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","25","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1846147","3457263","4722489","131343","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","52","6","Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1846199","3457361","4722615","131397","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","17","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1846208","3457375","4722634","131407","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","","7","Helmet/No High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1846230","3457419","4722691","131430","1996","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1846333","3457612","4723003","131538","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","7","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1846355","3457650","4723057","131560","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","9","7","Helmet/No High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1846365","3457667","4723079","131571","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","9","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1846370","3457677","4723093","131576","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","17","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1846370","3457678","4723094","131576","1996","03","03","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","20","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1846370","3457678","4723095","131576","1996","03","03","C","Possible Injury (Claim of Non-Evident Injury)","4","Second Seat Left/Motorcycle Passenger","23","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1846380","3457698","4723133","131587","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","21","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1846393","3457722","4723163","131603","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","7","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1846442","3457805","4723296","131655","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","16","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1846446","3457815","4723317","131659","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","39","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1846453","3457831","4723346","131666","1996","03","03","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","9","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1846566","3458023","4723655","131784","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","12","1","None Used-Vehicle Occupant","3","Not Applicable","3","Partially Ejected"
"1846566","3458023","4723657","131784","1996","01","01","B","Non Incapacitating Evident Injury","4","Second Seat Left/Motorcycle Passenger","13","1","None Used-Vehicle Occupant","3","Not Applicable","3","Partially Ejected"
"1846590","3458068","4723742","131809","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","7","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"1846615","3458112","4723816","131835","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","12","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1846615","3458112","4723818","131835","1996","02","02","N","Not Injured","7","Third Row Behind Driver/Motorcycle Passenger","15","9","Restraint Use Unknown","3","Not Applicable","5","Unknown"
"1846695","3458256","4724031","131919","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","52","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1846725","3458313","4724102","131950","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","9","9","Restraint Use Unknown","3","Not Applicable","5","Unknown"
"1846737","3458332","4724125","131962","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","28","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1846772","3458403","4724225","131998","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","10","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1846813","3458482","4724340","132042","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","15","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1846817","3458490","4724351","132046","1996","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","15","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1846843","3458542","4724424","132073","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","18","9","Restraint Use Unknown","3","Not Applicable","5","Unknown"
"1846879","3458616","4724512","132110","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","24","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1846925","3458702","4724626","132157","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","11","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1847192","3459223","4725311","132431","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","15","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1847205","3459250","4725347","132444","1996","01","01","N","Not Injured","1","Front Seat Left/Motorcycle Driver","33","1","None Used-Vehicle Occupant","3","Not Applicable","3","Partially Ejected"
"1847212","3459265","4725371","132451","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","6","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1847248","3459328","4725463","132487","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","11","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1847293","3459412","4725574","132534","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","","6","Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1847300","3459427","4725595","132541","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","19","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1847315","3459457","4725633","132556","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","48","6","Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1847357","3459545","4725755","132601","1996","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","22","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1847364","3459559","4725782","132608","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","12","1","None Used-Vehicle Occupant","3","Not Applicable","2","Totally Ejected"
"1847368","3459566","4725791","132612","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","35","1","None Used-Vehicle Occupant","3","Not Applicable","2","Totally Ejected"
"1847371","3459573","4725798","132615","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","26","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1847376","3459584","4725813","132620","1996","03","03","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","41","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1847379","3459591","4725823","132623","1996","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","16","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1847444","3459715","4725981","132690","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","17","1","None Used-Vehicle Occupant","3","Not Applicable","3","Partially Ejected"
"1847462","3459753","4726041","132708","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","13","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1847470","3459766","4726055","132716","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","34","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1847670","3460112","4726583","132921","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","37","1","None Used-Vehicle Occupant","3","Not Applicable","2","Totally Ejected"
"1847756","3460261","4726798","133013","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","11","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1847765","3460279","4726820","133022","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","14","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"1847870","3460471","4727123","133132","1996","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","12","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1847951","3460634","4727367","133217","1996","01","01","N","Not Injured","1","Front Seat Left/Motorcycle Driver","6","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"1847951","3460634","4727371","133217","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","4","Second Seat Left/Motorcycle Passenger","8","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"1848293","3461303","4728249","133571","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","5","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1848347","3461407","4728377","133626","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","10","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1848356","3461424","4728396","133637","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","12","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1848417","3461536","4728545","133698","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","17","8","No Helmet/High Visibility Clothing","3","Not Applicable","5","Unknown"
"1848500","3461695","4728774","133788","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","14","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1848601","3461882","4729003","133895","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","7","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1848635","3461952","4729093","133930","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","41","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1848661","3462003","4729169","133959","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","11","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1848690","3462060","4729235","133988","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","13","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1848738","3462159","4729363","134038","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","10","1","None Used-Vehicle Occupant","3","Not Applicable","2","Totally Ejected"
"1848782","3462252","4729485","134082","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","24","8","No Helmet/High Visibility Clothing","3","Not Applicable","5","Unknown"
"1848898","3462471","4729788","134202","1996","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","25","6","Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1848973","3462607","4730023","134284","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","30","6","Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1849095","3462822","4730359","134413","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","44","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1849102","3462835","4730385","134420","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","53","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1849127","3462882","4730460","134446","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","7","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1849232","3463062","4730727","134553","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1849240","3463080","4730755","134561","1996","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","16","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1849278","3463152","4730862","134599","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","10","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"1849291","3463177","4730896","134612","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","4","Trapped"
"1849364","3463319","4731096","134686","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","18","8","No Helmet/High Visibility Clothing","3","Not Applicable","3","Partially Ejected"
"1849375","3463340","4731124","134697","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","12","7","Helmet/No High Visibility Clothing","3","Not Applicable","3","Partially Ejected"
"1849377","3463343","4731129","134699","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","25","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1849428","3463446","4731253","134752","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","17","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1849431","3463452","4731261","134755","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","2","Totally Ejected"
"1849444","3463477","4731290","134768","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","28","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1849553","3463683","4731556","134880","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","25","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1849671","3463912","4731851","135003","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","18","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1849774","3464116","4732107","135109","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","6","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1849777","3464122","4732113","135112","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","39","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1849828","3464225","4732243","135165","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","15","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"1849848","3464264","4732289","135185","1996","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","19","1","None Used-Vehicle Occupant","3","Not Applicable","2","Totally Ejected"
"1849855","3464277","4732303","135193","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","57","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1849856","3464279","4732305","135194","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","20","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"1849901","3464358","4732400","135242","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","11","1","None Used-Vehicle Occupant","3","Not Applicable","2","Totally Ejected"
"1849922","3464396","4732452","135263","1996","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","20","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1849922","3464396","4732453","135263","1996","02","02","B","Non Incapacitating Evident Injury","4","Second Seat Left/Motorcycle Passenger","21","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1849929","3464410","4732467","135272","1996","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","22","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"1849953","3464459","4732528","135296","1996","01","01","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","17","1","None Used-Vehicle Occupant","3","Not Applicable","2","Totally Ejected"
"1849978","3464513","4732608","135323","1996","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","19","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1850020","3464588","4732707","135366","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","41","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1850041","3464630","4732763","135388","1996","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","30","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"1850049","3464643","4732782","135396","1996","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","42","1","None Used-Vehicle Occupant","3","Not Applicable","5","Unknown"
