"Crash ID","Traffic Unit ID","DOT Case Number","Year","Traffic Unit Number","Traffic Unit Type Code","Traffic Unit Type Code Text Format","Qualifying Commercial Vehicle Code","Qualifying Commercial Vehicle Code Text Format","Vehicle Type","Vehicle Type Text Format","Vehicle Maneuver Prefix","Vehicle Maneuver Prefix Text Format","Vehicle Maneuver Suffix","Vehicle Maneuver Suffix Text Format","Pedestrian Maneuver","Pedestrian Maneuver Text Format","Vehicle Operator or Pedestrian Sex","Vehicle Operator or Pedestrian Sex Text Format","Vehicle Operator or Pedestrian Age","Vehicle or Pedestrian Direction","Vehicle or Pedestrian Direction Text Format","Vehicle Operator or Pedestrian Alcohol or Drugs Code","Vehicle Operator or Pedestrian Alcohol or Drugs Code Text Format","First Object Struck","First Object Struck Text Format","Second Object Struck","Second Object Struck Text Format"
"1729880","3233637","177560","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","74","4","West","0","No indication or unknown","","","",""
"1729959","3233790","177645","1999","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","21","2","South","0","No indication or unknown","","","",""
"1730496","3235018","400286","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","24","3","East","0","No indication or unknown","","","",""
"1730930","3236114","400721","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","17","2","South","0","No indication or unknown","","","",""
"1730967","3236221","400758","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","2","South","0","No indication or unknown","","","",""
"1731106","3236542","400898","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","2","Vehicle Negotiating Curve","","","1","Male","19","4","West","0","No indication or unknown","","","",""
"1731107","3236546","400899","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","3","East","0","No indication or unknown","","","",""
"1731248","3236934","401041","1999","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","15","3","East","0","No indication or unknown","","","",""
"1731259","3236976","401052","1999","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","20","4","West","0","No indication or unknown","","","",""
"1731260","3236982","401053","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","1","North","0","No indication or unknown","","","",""
"1731357","3237248","401150","1999","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","1","North","0","No indication or unknown","","","",""
"1731506","3237637","401299","1999","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","15","2","South","0","No indication or unknown","","","",""
"1731747","3238299","401540","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","4","West","0","No indication or unknown","","","",""
"1731772","3238383","401566","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","8","1","North","0","No indication or unknown","","","",""
"1731788","3238423","401582","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","2","Vehicle Negotiating Curve","","","1","Male","13","3","East","0","No indication or unknown","","","",""
"1731929","3238784","401724","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","4","Vehicle Skidded Slowing or Stopping For","9","Vehicle Turning Left from Proper Lane","","","1","Male","22","1","North","0","No indication or unknown","","","",""
"1732071","3239223","401866","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","49","2","South","0","No indication or unknown","","","",""
"1732445","3240113","402240","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","15","2","South","0","No indication or unknown","","","",""
"1732600","3240488","402396","1999","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","3","East","0","No indication or unknown","","","",""
"1732901","3241143","983116","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","13","3","East","0","No indication or unknown","","","",""
"1732922","3241179","983166","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","63","3","East","0","No indication or unknown","","","",""
"1733009","3241323","993105","1999","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","31","4","West","3","Had Taken Drugs","","","",""
"1733021","3241341","993141","1999","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","21","3","East","0","No indication or unknown","","","",""
"1733182","3241633","100121","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","2","South","0","No indication or unknown","","","",""
"1733244","3241750","100190","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","70","2","South","0","No indication or unknown","","","",""
"1733589","3242407","100544","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","32","1","North","0","No indication or unknown","","","",""
"1735362","3245568","102378","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","12","Vehicle Turning Right from Driveway","","","2","Female","10","1","North","0","No indication or unknown","","","",""
"1735845","3246413","102876","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","9","Sex Unknown","","4","West","0","No indication or unknown","","","",""
"1738144","3250608","105319","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","3","Vehicle on Wrong Side of Road","","","1","Male","","2","South","0","No indication or unknown","","","",""
"1738426","3251139","105610","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","11","2","South","0","No indication or unknown","","","",""
"1738510","3251292","105696","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","3","East","0","No indication or unknown","","","",""
"1739201","3252567","106402","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","58","3","East","0","No indication or unknown","8","Curbing","",""
"1739388","3252933","106599","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","11","2","South","0","No indication or unknown","","","",""
"1739641","3253420","106877","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","43","1","North","0","No indication or unknown","","","",""
"1739745","3253621","106990","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","1","North","0","No indication or unknown","","","",""
"1740052","3254197","107306","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","1","North","0","No indication or unknown","","","",""
"1740161","3254420","107416","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","3","East","0","No indication or unknown","","","",""
"1740235","3254550","107491","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","3","Vehicle on Wrong Side of Road","","","1","Male","40","2","South","2","Intoxicated (0.10 or more)","","","",""
"1740250","3254578","107506","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","44","4","West","2","Intoxicated (0.10 or more)","","","",""
"1740652","3255331","107912","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","13","Vehicle Turning Left from Driveway","","","1","Male","13","3","East","0","No indication or unknown","","","",""
"1740962","3255902","108232","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","11","2","South","0","No indication or unknown","","","",""
"1741543","3257019","108833","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","54","2","South","0","No indication or unknown","","","",""
"1741592","3257115","108882","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","4","Vehicle Passing Same Direction on Left","","","1","Male","46","3","East","0","No indication or unknown","","","",""
"1741733","3257384","109026","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","13","2","South","0","No indication or unknown","","","",""
"1741853","3257619","109154","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","","2","South","0","No indication or unknown","","","",""
"1742270","3258424","109588","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","9","Sex Unknown","","4","West","0","No indication or unknown","","","",""
"1742303","3258494","109622","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","3","East","0","No indication or unknown","","","",""
"1742366","3258609","109690","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","41","3","East","0","No indication or unknown","","","",""
"1742864","3259498","110205","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","9","Sex Unknown","","1","North","0","No indication or unknown","","","",""
"1742925","3259622","110271","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","27","3","East","0","No indication or unknown","","","",""
"1743251","3260236","110604","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","9","Sex Unknown","","1","North","0","No indication or unknown","","","",""
"1743435","3260583","110792","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","16","1","North","0","No indication or unknown","","","",""
"1743444","3260601","110801","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","9","1","North","0","No indication or unknown","","","",""
"1743498","3260710","110857","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","2","South","0","No indication or unknown","","","",""
"1743719","3261137","111087","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","19","3","East","0","No indication or unknown","","","",""
"1743794","3261278","111163","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","9","Vehicle Turning Left from Proper Lane","","","2","Female","12","4","West","0","No indication or unknown","","","",""
"1744122","3261886","111492","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","3","Vehicle on Wrong Side of Road","","","1","Male","14","2","South","0","No indication or unknown","","","",""
"1744151","3261945","111521","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","64","1","North","0","No indication or unknown","","","",""
"1744634","3262845","112014","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","4","Vehicle Passing Same Direction on Left","","","1","Male","10","3","East","0","No indication or unknown","","","",""
"1744666","3262908","112046","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","30","3","East","0","No indication or unknown","","","",""
"1744712","3262993","112092","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","3","East","0","No indication or unknown","","","",""
"1744872","3263298","112252","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","13","4","West","0","No indication or unknown","","","",""
"1745002","3263554","112382","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","3","East","0","No indication or unknown","","","",""
"1745055","3263661","112435","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","9","Vehicle Turning Left from Proper Lane","","","2","Female","15","3","East","0","No indication or unknown","","","",""
"1745143","3263835","112523","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","30","2","South","0","No indication or unknown","","","",""
"1745270","3264081","112653","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","3","Vehicle on Wrong Side of Road","","","2","Female","49","2","South","0","No indication or unknown","","","",""
"1745284","3264105","112667","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","61","4","West","0","No indication or unknown","","","",""
"1745310","3264156","112694","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","23","2","South","0","No indication or unknown","","","",""
"1745325","3264184","112710","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","34","3","East","0","No indication or unknown","","","",""
"1745328","3264193","112713","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","13","3","East","0","No indication or unknown","","","",""
"1745403","3264338","112792","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","13","Vehicle Turning Left from Driveway","","","1","Male","11","3","East","0","No indication or unknown","","","",""
"1745438","3264409","112828","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","3","Vehicle on Wrong Side of Road","","","9","Sex Unknown","","3","East","0","No indication or unknown","","","",""
"1745531","3264579","112923","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","32","1","North","0","No indication or unknown","","","",""
"1745711","3264914","113106","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","55","2","South","0","No indication or unknown","","","",""
"1745867","3265212","113264","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","41","3","East","0","No indication or unknown","","","",""
"1745924","3265323","113322","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","11","1","North","0","No indication or unknown","","","",""
"1746234","3265868","113641","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","39","4","West","0","No indication or unknown","","","",""
"1746239","3265878","113646","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","2","South","0","No indication or unknown","","","",""
"1746394","3266161","113804","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","1","North","0","No indication or unknown","","","",""
"1746466","3266294","113877","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","25","1","North","0","No indication or unknown","","","",""
"1746539","3266429","113954","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","32","2","South","0","No indication or unknown","","","",""
"1746612","3266578","114027","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","5","Vehicle Passing Same Direction on Right","","","1","Male","","3","East","0","No indication or unknown","","","",""
"1746752","3266845","114168","2000","3","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","11","3","East","0","No indication or unknown","","","",""
"1746826","3266995","114242","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","2","Vehicle Negotiating Curve","","","1","Male","8","2","South","0","No indication or unknown","","","",""
"1746853","3267048","114269","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","35","2","South","0","No indication or unknown","","","",""
"1747109","3267548","114530","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","7","Vehicle Turning Right from Proper Lane","","","2","Female","6","4","West","0","No indication or unknown","","","",""
"1747268","3267861","114693","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","8","3","East","0","No indication or unknown","","","",""
"1747733","3268723","115176","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","38","1","North","0","No indication or unknown","","","",""
"1747978","3269189","115430","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","9","4","West","0","No indication or unknown","","","",""
"1747986","3269203","115439","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","18","1","North","0","No indication or unknown","8","Curbing","",""
"1748613","3270412","116074","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","8","2","South","0","No indication or unknown","","","",""
"1748658","3270502","116119","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","6","1","North","0","No indication or unknown","","","",""
"1748703","3270579","116164","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","10","Vehicle Turning Left from Improper Lane","","","1","Male","65","3","East","0","No indication or unknown","","","",""
"1748969","3271093","116431","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","2","South","1","Had Been Drinking (Blood Alcohol < 0.10)","","","",""
"1749024","3271204","116486","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","9","Vehicle Turning Left from Proper Lane","","","1","Male","7","4","West","0","No indication or unknown","","","",""
"1749146","3271420","116608","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","3","Vehicle on Wrong Side of Road","","","2","Female","27","3","East","0","No indication or unknown","","","",""
"1749437","3271975","116908","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","1","North","0","No indication or unknown","","","",""
"1749504","3272104","116981","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","13","1","North","0","No indication or unknown","","","",""
"1749555","3272196","117033","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","52","2","South","0","No indication or unknown","","","",""
"1749615","3272304","117095","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","1","North","0","No indication or unknown","","","",""
"1749669","3272398","117153","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","13","Vehicle Turning Left from Driveway","","","1","Male","18","1","North","0","No indication or unknown","","","",""
"1749813","3272672","117304","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","6","2","South","0","No indication or unknown","","","",""
"1749893","3272816","117387","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","39","3","East","0","No indication or unknown","","","",""
"1750039","3273111","117537","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","22","4","West","0","No indication or unknown","","","",""
"1750046","3273127","117544","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","9","3","East","0","No indication or unknown","","","",""
"1750049","3273132","117547","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","11","3","East","0","No indication or unknown","","","",""
"1750072","3273182","117570","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","5","4","West","0","No indication or unknown","","","",""
"1750099","3273238","117597","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","7","1","North","0","No indication or unknown","","","",""
"1750101","3273243","117599","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","7","Vehicle Turning Right from Proper Lane","","","1","Male","17","4","West","0","No indication or unknown","","","",""
"1750106","3273253","117604","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","27","1","North","0","No indication or unknown","","","",""
"1750251","3273525","117760","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","10","Vehicle Turning Left from Improper Lane","","","1","Male","11","3","East","0","No indication or unknown","","","",""
"1750258","3273540","117767","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","32","3","East","1","Had Been Drinking (Blood Alcohol < 0.10)","","","",""
"1750280","3273581","117789","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","35","4","West","0","No indication or unknown","","","",""
"1750291","3273601","117800","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","41","3","East","0","No indication or unknown","","","",""
"1750326","3273673","117838","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","21","Vehicle Changing Lane(s) to Left","","","2","Female","11","1","North","0","No indication or unknown","","","",""
"1750326","3273674","117838","2000","3","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","21","Vehicle Changing Lane(s) to Left","","","2","Female","9","1","North","0","No indication or unknown","","","",""
"1750629","3274258","118150","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","11","3","East","0","No indication or unknown","","","",""
"1750637","3274274","118158","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","46","1","North","0","No indication or unknown","","","",""
"1750661","3274321","118184","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","10","Vehicle Turning Left from Improper Lane","","","1","Male","41","2","South","0","No indication or unknown","","","",""
"1750700","3274397","118223","2000","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","13","3","East","0","No indication or unknown","","","",""
"1750803","3274597","118334","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","1","North","0","No indication or unknown","","","",""
"1750804","3274599","118335","2000","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","19","4","West","0","No indication or unknown","","","",""
